type,subnet,specifics,source,Destinations,Environments,Sources,Status
PolicyType.Waypoint,100.0.30.0/24,london,amsterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},amsterdam,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,frankfurt,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},frankfurt,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,strasbourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},strasbourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,praha,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},praha,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,warsaw,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,zurich,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},zurich,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,roma,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},roma,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,vaduz,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},kiev,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,bucharest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,istanbul,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,budapest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,zagreb,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,sofia,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,ljubljana,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},ljubljana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,athens,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,bratislava,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},bratislava,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,luxembourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},luxembourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,lyon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},lyon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,madrid,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},madrid,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,barcelona,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},barcelona,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,marseille,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},marseille,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,london,milan,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},milan,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.30.0/24,rotterdam,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e878e50>},{9},rotterdam,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,basel,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,kiev,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,kiev,bucharest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,kiev,istanbul,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,kiev,budapest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,kiev,zagreb,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,kiev,sofia,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,kiev,ljubljana,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},ljubljana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,kiev,athens,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,stockholm,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,dublin,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,london,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,paris,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},paris,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,geneva,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},geneva,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,brussels,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},brussels,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,london,vienna,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},vienna,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,amsterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},amsterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,london,frankfurt,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},frankfurt,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,strasbourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},strasbourg,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,praha,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},praha,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,london,warsaw,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},warsaw,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,zurich,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},zurich,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,roma,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},roma,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,vaduz,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,london,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,bucharest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},bucharest,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,istanbul,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},istanbul,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,budapest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},budapest,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,zagreb,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,london,sofia,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},sofia,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,ljubljana,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},ljubljana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.29.0/24,london,athens,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},athens,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,bratislava,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},bratislava,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,luxembourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},luxembourg,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,lyon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},lyon,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,madrid,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},madrid,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,barcelona,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},barcelona,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,marseille,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},marseille,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,london,milan,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},milan,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.29.0/24,rotterdam,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86f9d0>},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.28.0/24,basel,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b550>},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.28.0/24,kiev,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b550>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.28.0/24,stockholm,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b550>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.28.0/24,dublin,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b550>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.28.0/24,london,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b550>},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.28.0/24,london,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b550>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.28.0/24,london,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b550>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.28.0/24,rotterdam,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b550>},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.27.0/24,basel,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b790>},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.27.0/24,kiev,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b790>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.27.0/24,stockholm,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b790>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.27.0/24,dublin,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b790>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.27.0/24,london,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b790>},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.27.0/24,london,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b790>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.27.0/24,london,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b790>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.27.0/24,rotterdam,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b790>},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.26.0/24,basel,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b9d0>},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.26.0/24,kiev,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b9d0>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.26.0/24,stockholm,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b9d0>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.26.0/24,dublin,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b9d0>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.26.0/24,london,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b9d0>},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.26.0/24,london,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b9d0>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.26.0/24,london,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b9d0>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.26.0/24,rotterdam,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86b9d0>},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.25.0/24,basel,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bc10>},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.25.0/24,kiev,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bc10>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.25.0/24,kiev,bucharest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bc10>},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.25.0/24,kiev,istanbul,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bc10>},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.25.0/24,stockholm,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bc10>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.25.0/24,dublin,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bc10>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.25.0/24,london,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bc10>},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.25.0/24,london,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bc10>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.25.0/24,london,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bc10>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.25.0/24,rotterdam,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bc10>},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.24.0/24,basel,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bed0>},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.24.0/24,kiev,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bed0>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.24.0/24,kiev,bucharest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bed0>},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.24.0/24,kiev,istanbul,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bed0>},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.24.0/24,stockholm,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bed0>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.24.0/24,dublin,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bed0>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.24.0/24,london,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bed0>},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.24.0/24,london,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bed0>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.24.0/24,london,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bed0>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.24.0/24,rotterdam,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e86bed0>},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.23.0/24,basel,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.23.0/24,kiev,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.23.0/24,kiev,warsaw,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},warsaw,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,frankfurt,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},frankfurt,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,luxembourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},luxembourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},rotterdam,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,strasbourg,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},strasbourg,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,brussels,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},brussels,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,amsterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},amsterdam,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,geneva,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},geneva,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,zurich,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},zurich,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,vaduz,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},vaduz,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},london,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,paris,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},paris,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,madrid,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},madrid,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,kiev,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},basel,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,stockholm,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,dublin,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,london,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.23.0/24,london,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,london,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.23.0/24,rotterdam,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e8641d0>},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.22.0/24,basel,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},basel,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.22.0/24,kiev,kiev,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},kiev,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.22.0/24,kiev,bucharest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},bucharest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.22.0/24,kiev,istanbul,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},istanbul,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.22.0/24,kiev,budapest,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},budapest,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.22.0/24,kiev,zagreb,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},zagreb,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.22.0/24,kiev,sofia,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},sofia,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.22.0/24,kiev,ljubljana,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},ljubljana,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.22.0/24,kiev,athens,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},athens,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.22.0/24,stockholm,stockholm,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},stockholm,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.22.0/24,dublin,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.22.0/24,london,london,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},london,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.22.0/24,london,dublin,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},dublin,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.22.0/24,london,lisbon,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},lisbon,PolicyStatus.HOLDSNOT
PolicyType.Waypoint,100.0.22.0/24,rotterdam,rotterdam,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864850>},{9},rotterdam,PolicyStatus.HOLDS
PolicyType.Waypoint,100.0.21.0/24,basel,basel,{<config2spec.policies.policy.PolicyDestination object at 0x7f0d1e864c50>},{9},basel,PolicyStatus.HOLDS
